surah_number,ayah_number,transliteration_converted
2,137,Faʼin ʼamanu bimiṯli ma ʼamantum bihi faqad ahtadaw wa ʼin tawallaw faʼinnama hum fi ciqaqin fasayakfikahum Allahu wa huwa as-samiɛu al-ɛalim.
2,138,Ṣibɣata Allahi wa man ʼaḥsanu mina Allahi ṣibɣatan wa naḥnu lahu ɛabidun.
2,139,Qul ʼatuḥajjunana fi Allahi wa huwa rabbuna wa rabbukum wa lana ʼaɛmaluna wa lakum ʼaɛmalukum wa naḥnu lahu muxliṣun.
2,140,ʼam taquluna ʼinna ʼibrahima wa ʼismaɛila wa ʼisḥaqa wa yaɛquba wa al-ʼasbaṭa kanu hudan ʼaw naṣara qul ʼaʼantum ʼaɛlamu ʼam Allahu wa man ʼaḏ̣lamu mimman katama cahadatan ɛindahu mina Allahi wa ma Allahu biɣafilin ɛamma taɛmalun.
2,141,Tilka ʼummatun qad xalat laha ma kasabat wa lakum ma kasabtum wa la tusʼaluna ɛamma kanu yaɛmalun.
2,142,Sayaqulu as-sufahaʼu mina an-nasi ma wa llahum ɛan qiblatihim allati kanu ɛalayha qul Lillahi al-macriqu wa al-maɣribu yahdi man yacaʼu ʼila ṣiraṭin mustaqimin.
2,143,Wa kaḏalika jaɛalnakum ʼummatan wasaṭan litakunu cuhadaʼa ɛala an-nasi wa yakuna ar-rasulu ɛalaykum cahidan wa ma jaɛalna al-qiblata allati kunta ɛalayha ʼilla linaɛlama man yattabiɛu ar-rasula mimman yanqalibu ɛala ɛaqibayhi wa ʼin kanat lakabiratan ʼilla ɛala al-laḏina hada Allahu wa ma kana Allahu liyuḍiɛa ʼimanakum ʼinna Allaha bin-nasi laraʼufun raḥimun.
2,144,Qad nara taqalluba wajhika fi as-samaʼi falanuwalliyannaka qiblatan tarḍaha fawalli wajhaka caṭra al-masjidi al-ḥarami wa ḥayṯu ma kuntum fawallu wujuhakum caṭrahu wa ʼinna al-laḏina ʼutu al-kitaba layaɛlamuna ʼannahu al-ḥaqqu min rabbihim wa ma Allahu biɣafilin ɛamma yaɛmalun.
2,145,Wa laʼin ʼatayta al-laḏina ʼutu al-kitaba bikulli ʼayatin ma tabiɛu qiblataka wa ma ʼanta bitabiɛin qiblatahum wa ma baɛḍuhum bitabiɛin qiblata baɛḍin wa laʼin attabaɛta ʼahwaʼahum min baɛdi ma jaʼaka mina al-ɛilmi ʼinnaka ʼiḏan lamina aḏ̣-ḏ̣alimin.
2,146,Al-laḏina ʼataynahum al-kitaba yaɛrifunahu kama yaɛrifuna ʼabnaʼahum wa ʼinna fariqan minhum layaktumuna al-ḥaqqa wa hum yaɛlamun.
2,147,Al-ḥaqqu min rabbika fala takunanna mina al-mumtarin.
2,148,Wa likullin wijhatun huwa muwalliha fastabiqu al-xayrati ʼayna ma takunu yaʼti bikum Allahu jamiɛan ʼinna Allaha ɛala kulli cayʼin qadirun.
2,149,Wa min ḥayṯu xarajta fawalli wajhaka caṭra al-masjidi al-ḥarami wa ʼinnahu lalḥaqqu min rabbika wa ma Allahu biɣafilin ɛamma taɛmalun.
2,150,Wa min ḥayṯu xarajta fawalli wajhaka caṭra al-masjidi al-ḥarami wa ḥayṯu ma kuntum fawallu wujuhakum caṭrahu liʼalla yakuna lilnnasi ɛalaykum ḥujjatun ʼilla al-laḏina ḏ̣alamu minhum fala taxcawhum wa axcawni wa liʼatimma niɛmati ɛalaykum wa laɛallakum tahtadun.
2,151,Kama ʼarsalna fikum rasulan minkum yatlu ɛalaykum ʼayatina wa yuzakkikum wa yuɛallimukum al-kitaba wa al-ḥikmata wa yuɛallimukum ma lam takunu taɛlamun.
2,152,Faḏkuruni ʼaḏkurkum wa ackuru li wa la takfurun.
2,153,Ya ʼayyuha al-laḏina ʼamanu astaɛinu biṣ-ṣabri wa aṣ-ṣalati ʼinna Allaha maɛa aṣ-ṣabirin.
2,154,Wa la taqulu liman yuqtalu fi sabili Allahi ʼamwatun bal ʼaḥyaʼun wa lakin la tacɛurun.
2,155,Wa lanabluwannakum bicayʼin mina al-xawfi wa al-juɛi wa naqṣin mina al-ʼamwli wa al-ʼanfusi wa aṯ-ṯamarati wa baccir aṣ-ṣabirin.
2,156,Al-laḏina ʼiḏa ʼaṣabat/hum muṣibatun qalu ʼinna Lillahi wa ʼinna ʼilayhi rajiɛun.
2,157,ʼulaʼika ɛalayhim ṣalawatun min rabbihim wa raḥmatun wa ʼulaʼika hum al-muhtadun.
2,158,ʼinna aṣ-ṣafa wa al-marwata min caɛaʼiri Allahi faman ḥajja al-bayta ʼaw aɛtamara fala junaḥa ɛalayhi ʼan yaṭṭawwafa bihima wa man taṭawwaɛa xayran faʼinna Allaha cakirun ɛalimun.
2,159,ʼinna al-laḏina yaktumuna ma ʼanzalna mina al-bayyinati wa al-huda min baɛdi ma bayyannahu lilnnasi fi al-kitabi ʼulaʼika yalɛanuhum Allahu wa yalɛanuhum al-laɛinun.
2,160,ʼilla al-laḏina tabu wa ʼaṣlaḥu wa bayyanu faʼulaʼika ʼatubu ɛalayhim wa ʼana at-tawwabu ar-raḥim.
2,161,ʼinna al-laḏina kafaru wa matu wa hum kuffarun ʼulaʼika ɛalayhim laɛnatu Allahi wa al-malaʼikati wa an-nasi ʼajmaɛin.
2,162,Xalidina fiha la yuxaffafu ɛanhum al-ɛaḏabu wa la hum yunḏ̣arun.
2,163,Wa ʼilahukum ʼilahun waḥidun la ʼilaha ʼilla huwa ar-raḥmanu ar-raḥim.
2,164,ʼinna fi xalqi as-samawati wa al-ʼarḍi wa axtilafi al-layli wa an-nahari wa al-fulki allati tajri fi al-baḥri bima yanfaɛu an-nasa wa ma ʼanzala Allahu mina as-samaʼi min maʼin faʼaḥya bihi al-ʼarḍa baɛda mawtiha wa baṯṯa fiha min kulli dabbatin wa taṣrifi ar-riyaḥi wa as-saḥabi al-musaxxari bayna as-samaʼi wa al-ʼarḍi lʼayatin liqawmin yaɛqilun.
2,165,Wa mina an-nasi man yattaxiḏu min duni Allahi ʼandadan yuḥibbunahum kaḥubbi Allahi wa al-laḏina ʼamanu ʼacaddu ḥubban Lillahi wa law yara al-laḏina ḏ̣alamu ʼiḏ yarawna al-ɛaḏaba ʼanna al-quwata Lillahi jamiɛan wa ʼanna Allaha cadidu al-ɛaḏab.
2,166,ʼiḏ tabarraʼa al-laḏina attubiɛu mina al-laḏina attabaɛu wa raʼaw al-ɛaḏaba wa taqaṭṭaɛat bihim al-ʼasbab.
2,167,Wa qala al-laḏina attabaɛu law ʼanna lana karratan fanatabarraʼa minhum kama tabarraʼu minna kaḏalika yurihim Allahu ʼaɛmalahum ḥasaratin ɛalayhim wa ma hum bixarijina mina an-nar.
2,168,Ya ʼayyuha an-nasu kulu mimma fi al-ʼarḍi ḥalalan ṭayyiban wa la tattabiɛu xuṭuwati ac-cayṭani ʼinnahu lakum ɛaduwun mubin.
2,169,ʼinnama yaʼmurukum bis-suʼi wa al-faḥcaʼi wa ʼan taqulu ɛala Allahi ma la taɛlamun.
2,170,Wa ʼiḏa qila lahum attabiɛu ma ʼanzala Allahu qalu bal nattabiɛu ma ʼalfayna ɛalayhi ʼabaʼana ʼawalaw kana ʼabaʼuuhum la yaɛqiluna cayʼan wa la yahtadun.
2,171,Wa maṯalu al-laḏina kafaru kamaṯali al-laḏi yanɛiqu bima la yasmaɛu ʼilla duɛaʼan wa nidaʼan ṣummun bukmun ɛumyun fahum la yaɛqilun.
2,172,Ya ʼayyuha al-laḏina ʼamanu kulu min ṭayyibati ma razaqnakum wa ackuru Lillahi ʼin kuntum ʼiyahu taɛbudun.
2,173,ʼinnama ḥarrama ɛalaykum al-maytata wa ad-dama wa laḥma al-xinziri wa ma ʼuhilla bihi liɣayri Allahi faman aḍṭurra ɣayra baɣin wa la ɛadin fala ʼiṯma ɛalayhi ʼinna Allaha ɣafurun raḥimun.
2,174,ʼinna al-laḏina yaktumuna ma ʼanzala Allahu mina al-kitabi wa yactaruna bihi ṯamanan qalilan ʼulaʼika ma yaʼkuluna fi buṭunihim ʼilla an-nara wa la yukallimuhum Allahu yawma al-qiyamati wa la yuzakkihim wa lahum ɛaḏabun ʼalimun.
2,175,ʼulaʼika al-laḏina actaraw aḍ-ḍalalata bil-huda wa al-ɛaḏaba bil-maɣfirati fama ʼaṣbarahum ɛala an-nar.
2,176,Ḏalika biʼanna Allaha nazzala al-kitaba bil-ḥaqqi wa ʼinna al-laḏina axtalafu fi al-kitabi lafi ciqaqin baɛidin.
2,177,Laysa al-birra ʼan tuwallu wujuhakum qibala al-macriqi wa al-maɣribi wa lakinna al-birra man ʼamana Billahi wa al-yawmi al-ʼaxiri wa al-malaʼikati wa al-kitabi wa an-nabiyina wa ʼata al-mala ɛala ḥubbihi ḏawi al-qurba wa al-yatama wa al-masakina wa abna as-sabili wa as-saʼilina wa fi ar-riqabi wa ʼaqama aṣ-ṣalata wa ʼata az-zakata wa al-mufuna biɛahdihim ʼiḏa ɛahadu wa aṣ-ṣabirina fi al-baʼsaʼi wa aḍ-ḍarraʼi wa ḥina al-baʼsi ʼulaʼika al-laḏina ṣadaqu wa ʼulaʼika hum al-muttaqun.
2,178,Ya ʼayyuha al-laḏina ʼamanu kutiba ɛalaykum al-qiṣaṣu fi al-qatla al-ḥurru bil-ḥurri wa al-ɛabdu bil-ɛabdi wa al-ʼunṯa bil-ʼunṯa faman ɛufiya lahu min ʼaxihi cayʼun fa attibaɛun bil-maɛrufi wa ʼadaʼun ʼilayhi biʼiḥsanin ḏalika taxfifun min rabbikum wa raḥmatun faman aɛtada baɛda ḏalika falahu ɛaḏabun ʼalimun.
2,179,Wa lakum fi al-qiṣaṣi ḥayatun ya ʼuli al-ʼalbabi laɛallakum tattaqun.
2,180,Kutiba ɛalaykum ʼiḏa ḥaḍara ʼaḥadakum al-mawtu ʼin taraka xayran al-waṣiyatu lilwalidayni wa al-ʼaqrabina bil-maɛrufi ḥaqqan ɛala al-muttaqin.
2,181,Faman baddalahu baɛdama samiɛahu faʼinnama ʼiṯmuhu ɛala al-laḏina yubaddilunahu ʼinna Allaha samiɛun ɛalimun.
2,182,Faman xafa min muṣin janafan ʼaw ʼiṯman faʼaṣlaḥa baynahum fala ʼiṯma ɛalayhi ʼinna Allaha ɣafurun raḥimun.
2,183,Ya ʼayyuha al-laḏina ʼamanu kutiba ɛalaykum aṣ-ṣiyamu kama kutiba ɛala al-laḏina min qablikum laɛallakum tattaqun.
2,184,ʼayyaman maɛdudatin faman kana minkum mariḍan ʼaw ɛala safarin faɛiddatun min ʼayyamin ʼuxara wa ɛala al-laḏina yuṭiqunahu fidyatun ṭaɛamu miskinin faman taṭawwaɛa xayran fahuwa xayrun lahu wa ʼan taṣumu xayrun lakum ʼin kuntum taɛlamun.
2,185,Cahru ramaḍana al-laḏi ʼunzila fihi al-qurʼanu hudan lilnnasi wa bayyinatin mina al-huda wa al-furqani faman cahida minkum ac-cahra falyaṣumhu wa man kana mariḍan ʼaw ɛala safarin faɛiddatun min ʼayyamin ʼuxara yuridu Allahu bikum al-yusra wa la yuridu bikum al-ɛusra wa litukmilu al-ɛiddata wa litukabbiru Allaha ɛala ma hadakum wa laɛallakum tackurun.
2,186,Wa ʼiḏa saʼalaka ɛibadi ɛanni faʼinni qaribun ʼujibu daɛwata ad-daɛi ʼiḏa daɛani falyastajibu li wa liuʼminu bi laɛallahum yarcudun.
2,187,ʼuḥilla lakum laylata aṣ-ṣiyami ar-rafaṯu ʼila nisaʼikum hunna libasun lakum wa ʼantum libasun lahunna ɛalima Allahu ʼannakum kuntum taxtanuna ʼanfusakum fataba ɛalaykum wa ɛafa ɛankum falʼana baciruhunna wa abtaɣu ma kataba Allahu lakum wa kulu wa acrabu ḥatta yatabayyana lakum al-xayṭu al-ʼabyaḍu mina al-xayṭi al-ʼaswadi mina al-fajri ṯumma ʼatimmu aṣ-ṣiyama ʼila al-layli wa la tubaciruhunna wa ʼantum ɛakifuna fi al-masajidi tilka ḥududu Allahi fala taqrabuha kaḏalika yubayyinu Allahu ʼayatihi lilnnasi laɛallahum yattaqun.
2,188,Wa la taʼkulu ʼamwalakum baynakum bil-baṭili wa tudlu biha ʼila al-ḥukkami litaʼkulu fariqan min ʼamwali an-nasi bil-ʼiṯmi wa ʼantum taɛlamun.
2,189,Yasʼalunaka ɛan al-ʼahillati qul hiya mawaqitu lilnnasi wa al-ḥajji wa laysa al-birru biʼan taʼtu al-buyuta min ḏ̣uhuriha wa lakinna al-birra man attaqa wa ʼtu al-buyuta min ʼabwabiha wa attaqu Allaha laɛallakum tufliḥun.
2,190,Wa qatilu fi sabili Allahi al-laḏina yuqatilunakum wa la taɛtadu ʼinna Allaha la yuḥibbu al-muɛtadin.
2,191,Waqtuluhum ḥayṯu ṯaqiftumuhum wa ʼaxrijuhum min ḥayṯu ʼaxrajukum wa al-fitnatu ʼacaddu mina al-qatli wa la tuqatiluhum ɛinda al-masjidi al-ḥarami ḥatta yuqatilukum fihi faʼin qatalukum faqtuluhum kaḏalika jazaʼu al-kafirin.
2,192,Faʼin antahaw faʼinna Allaha ɣafurun raḥimun.
2,193,Wa qatiluhum ḥatta la takuna fitnatun wa yakuna ad-dinu Lillahi faʼin antahaw fala ɛudwana ʼilla ɛala aḏ̣-ḏ̣alimin.
2,194,Ac-cahru al-ḥaramu bic-cahri al-ḥarami wa al-ḥurumatu qiṣaṣun faman aɛtada ɛalaykum faɛtadu ɛalayhi bimiṯli ma aɛtada ɛalaykum wa attaqu Allaha wa aɛlamu ʼanna Allaha maɛa al-muttaqin.
2,195,Wa ʼanfiqu fi sabili Allahi wa la tulqu biʼaydikum ʼila at-tahlukati wa ʼaḥsinu ʼinna Allaha yuḥibbu al-muḥsinin.
2,196,Wa ʼatimmu al-ḥajja wa al-ɛumrata Lillahi faʼin ʼuḥṣirtum fama astaysara mina al-hadyi wa la taḥliqu ruʼsakum ḥatta yabluɣa al-hadyu maḥillahu faman kana minkum mariḍan ʼaw bihi ʼaḏan min raʼsihi fafidyatun min ṣiyamin ʼaw ṣadaqatin ʼaw nusukin faʼiḏa ʼamintum faman tamattaɛa bil-ɛumrati ʼila al-ḥajji fama astaysara mina al-hadyi faman lam yajid faṣiyamu ṯalaṯati ʼayyamin fi al-ḥajji wa sabɛatin ʼiḏa rajaɛtum tilka ɛacaratun kamilatun ḏalika liman lam yakun ʼahluhu ḥaḍiri al-masjidi al-ḥarami wa attaqu Allaha wa aɛlamu ʼanna Allaha cadidu al-ɛiqab.
2,197,Al-ḥajju ʼac/hurun maɛlumatun faman faraḍa fihinna al-ḥajja fala rafaṯa wa la fusuqa wa la jidala fi al-ḥajji wa ma tafɛalu min xayrin yaɛlamhu Allahu wa tazawwadu faʼinna xayra az-zadi at-taqwa wa attaquni ya ʼuli al-ʼalbab.
2,198,Laysa ɛalaykum junaḥun ʼan tabtaɣu faḍlan min rabbikum faʼiḏa ʼafaḍtum min ɛarafatin faḏkuru Allaha ɛinda al-macɛari al-ḥarami wa aḏkuruhu kama hadakum wa ʼin kuntum min qablihi lamina aḍ-ḍallin.
2,199,Ṯumma ʼafiḍu min ḥayṯu ʼafaḍa an-nasu wa astaɣfiru Allaha ʼinna Allaha ɣafurun raḥimun.
2,200,Faʼiḏa qaḍaytum manasikakum faḏkuru Allaha kaḏikrikum ʼabaʼakum ʼaw ʼacadda ḏikran famina an-nasi man yaqulu rabbana ʼatina fi ad-dunya wa ma lahu fi al-ʼaxirati min xalaqin.
2,201,Wa minhum man yaqulu rabbana ʼatina fi ad-dunya ḥasanatan wa fi al-ʼaxirati ḥasanatan wa qina ɛaḏaba an-nar.
2,202,ʼulaʼika lahum naṣibun mimma kasabu wa Allahu sariɛu al-ḥisab.
2,203,Wa aḏkuru Allaha fi ʼayyamin maɛdudatin faman taɛajjala fi yawmayni fala ʼiṯma ɛalayhi wa man taʼaxxara fala ʼiṯma ɛalayhi liman attaqa wa attaqu Allaha wa aɛlamu ʼannakum ʼilayhi tuḥcarun.
2,204,Wa mina an-nasi man yuɛjibuka qawluhu fi al-ḥayati ad-dunya wa yuc/hidu Allaha ɛala ma fi qalbihi wa huwa ʼaladdu al-xiṣam.
2,205,Wa ʼiḏa tawalla saɛa fi al-ʼarḍi liyufsida fiha wa yuhlika al-ḥarṯa wa an-nasla wa Allahu la yuḥibbu al-fasad.
2,206,Wa ʼiḏa qila lahu attaqi Allaha ʼaxaḏat/hu al-ɛizzatu bil-ʼiṯmi faḥasbuhu jahannamu wa labiʼsa al-mihad.
2,207,Wa mina an-nasi man yacri nafsahu abtiɣaʼa marḍati Allahi wa Allahu raʼufun bil-ɛibad.
2,208,Ya ʼayyuha al-laḏina ʼamanu adxulu fi as-silmi kaffatan wa la tattabiɛu xuṭuwati ac-cayṭani ʼinnahu lakum ɛaduwun mubinun.
2,209,Faʼin zalaltum min baɛdi ma jaʼatkum al-bayyinatu faɛlamu ʼanna Allaha ɛazizun ḥakimun.
2,210,Hal yanḏ̣uruna ʼilla ʼan yaʼtiyahum Allahu fi ḏ̣ulalin mina al-ɣamami wa al-malaʼikatu wa quḍiya al-ʼamru wa ʼila Allahi turjaɛu al-ʼumur.
2,211,Sal bani ʼisraʼila kam ʼataynahum min ʼayatin bayyinatin wa man yubaddil niɛmata Allahi min baɛdi ma jaʼat/hu faʼinna Allaha cadidu al-ɛiqab.
2,212,Zuyyina lillaḏina kafaru al-ḥayatu ad-dunya wa yasxaruna mina al-laḏina ʼamanu wa al-laḏina attaqaw fawqahum yawma al-qiyamati wa Allahu yarzuqu man yacaʼu biɣayri ḥisabin.
2,213,Kana an-nasu ʼummatan waḥidatan fabaɛaṯa Allahu an-nabiyina mubaccirina wa munḏirina wa ʼanzala maɛahum al-kitaba bil-ḥaqqi liyaḥkuma bayna an-nasi fima axtalafu fihi wa ma axtalafa fihi ʼilla al-laḏina ʼutuhu min baɛdi ma jaʼat/hum al-bayyinatu baɣyan baynahum fahada Allahu al-laḏina ʼamanu lima axtalafu fihi mina al-ḥaqqi biʼiḏnihi wa Allahu yahdi man yacaʼu ʼila ṣiraṭin mustaqimin.
2,214,ʼam ḥasibtum ʼan tadxulu al-jannata wa lamma yaʼtikum maṯalu al-laḏina xalaw min qablikum massat/hum al-baʼsaʼu wa aḍ-ḍarraʼu wa zulzilu ḥatta yaqula ar-rasulu wa al-laḏina ʼamanu maɛahu mata naṣru Allahi ʼala ʼinna naṣra Allahi qaribun.
2,215,Yasʼalunaka maḏa yunfiquna qul ma ʼanfaqtum min xayrin falilwalidayni wa al-ʼaqrabina wa al-yatama wa al-masakini wa abni as-sabili wa ma tafɛalu min xayrin faʼinna Allaha bihi ɛalimun.
2,216,Kutiba ɛalaykum al-qitalu wa huwa kurhun lakum wa ɛasa ʼan takrahu cayʼan wa huwa xayrun lakum wa ɛasa ʼan tuḥibbu cayʼan wa huwa carrun lakum wa Allahu yaɛlamu wa ʼantum la taɛlamun.
2,217,Yasʼalunaka ɛan ac-cahri al-ḥarami qitalin fihi qul qitalun fihi kabirun wa ṣaddun ɛan sabili Allahi wa kufrun bihi wa al-masjidi al-ḥarami wa ʼixraju ʼahlihi minhu ʼakbaru ɛinda Allahi wa al-fitnatu ʼakbaru mina al-qatli wa la yazaluna yuqatilunakum ḥatta yaruddukum ɛan dinikum ʼin astaṭaɛu wa man yartadid minkum ɛan dinihi fayamut wa huwa kafirun faʼulaʼika ḥabiṭat ʼaɛmaluhum fi ad-dunya wa al-ʼaxirati wa ʼulaʼika ʼaṣḥabu an-nari hum fiha xalidun.
2,218,ʼinna al-laḏina ʼamanu wa al-laḏina hajaru wa jahadu fi sabili Allahi ʼulaʼika yarjuna raḥmata Allahi wa Allahu ɣafurun raḥimun.
2,219,Yasʼalunaka ɛan al-xamri wa al-maysiri qul fihima ʼiṯmun kabirun wa manafiɛu lilnnasi wa ʼiṯmuhuma ʼakbaru min nafɛihima wa yasʼalunaka maḏa yunfiquna qul al-ɛafwa kaḏalika yubayyinu Allahu lakum al-ʼayati laɛallakum tatafakkarun.
2,220,Fi ad-dunya wa al-ʼaxirati wa yasʼalunaka ɛan al-yatama qul ʼiṣlaḥun lahum xayrun wa ʼin tuxaliṭuhum faʼixwanukum wa Allahu yaɛlamu al-mufsida mina al-muṣliḥi wa law caʼa Allahu laʼaɛnatakum ʼinna Allaha ɛazizun ḥakimun.
2,221,Wa la tankiḥu al-mucrikati ḥatta yuʼminna wa laʼamatun muʼminatun xayrun min mucrikatin wa law ʼaɛjabatkum wa la tunkiḥu al-mucrikina ḥatta yuʼminu wa laɛabdun muʼminun xayrun min mucrikin wa law ʼaɛjabakum ʼulaʼika yadɛuna ʼila an-nari wa Allahu yadɛu ʼila al-jannati wa al-maɣfirati biʼiḏnihi wa yubayyinu ʼayatihi lilnnasi laɛallahum yataḏakkarun.
2,222,Wa yasʼalunaka ɛan al-maḥiḍi qul huwa ʼaḏan faɛtazilu an-nisaʼ fi al-maḥiḍi wa la taqrabuhunna ḥatta yaṭhurna faʼiḏa taṭahharna faʼtuhunna min ḥayṯu ʼamarakum Allahu ʼinna Allaha yuḥibbu at-tawwabina wa yuḥibbu al-mutaṭahhirin.
2,223,Nisaʼuukum ḥarṯun lakum faʼtu ḥarṯakum ʼanna ciʼtum wa qaddimu liʼnfusikum wa attaqu Allaha wa aɛlamu ʼannakum mulaquhu wa baccir al-muʼminin.
2,224,Wa la tajɛalu Allaha ɛurḍatan liʼymanikum ʼan tabarru wa tattaqu wa tuṣliḥu bayna an-nasi wa Allahu samiɛun ɛalimun.
2,225,La yuʼaxiḏukum Allahu bil-laɣwi fi ʼaymanikum wa lakin yuʼaxiḏukum bima kasabat qulubukum wa Allahu ɣafurun ḥalimun.
2,226,Lillaḏina yuʼluna min nisaʼihim tarabbuṣu ʼarbaɛati ʼac/hurin faʼin faʼu faʼinna Allaha ɣafurun raḥimun.
2,227,Wa ʼin ɛazamu aṭ-ṭalaqa faʼinna Allaha samiɛun ɛalimun.
2,228,Wa al-muṭallaqatu yatarabbaṣna biʼanfusihinna ṯalaṯata quruʼin wa la yaḥillu lahunna ʼan yaktumna ma xalaqa Allahu fi ʼarḥamihinna ʼin kunna yuʼminna Billahi wa al-yawmi al-ʼaxiri wa buɛulatuhunna ʼaḥaqqu biraddihinna fi ḏalika ʼin ʼaradu ʼiṣlaḥan wa lahunna miṯlu al-laḏi ɛalayhinna bil-maɛrufi wa lilrrijali ɛalayhinna darajatun wa Allahu ɛazizun ḥakimun.
2,229,Aṭ-ṭalaqu marratani faʼimsakun bimaɛrufin ʼaw tasriḥun biʼiḥsanin wa la yaḥillu lakum ʼan taʼxuḏu mimma ʼataytumuhunna cayʼan ʼilla ʼan yaxafa ʼalla yuqima ḥududa Allahi faʼin xiftum ʼalla yuqima ḥududa Allahi fala junaḥa ɛalayhima fima aftadat bihi tilka ḥududu Allahi fala taɛtaduha wa man yataɛadda ḥududa Allahi faʼulaʼika hum aḏ̣-ḏ̣alimun.
2,230,Faʼin ṭallaqaha fala taḥillu lahu min baɛdu ḥatta tankiḥa zawjan ɣayrahu faʼin ṭallaqaha fala junaḥa ɛalayhima ʼan yatarajaɛa ʼin ḏ̣anna ʼan yuqima ḥududa Allahi wa tilka ḥududu Allahi yubayyinuha liqawmin yaɛlamun.
2,231,Wa ʼiḏa ṭallaqtum an-nisaʼ fabalaɣna ʼajalahunna faʼamsikuhunna bimaɛrufin ʼaw sarriḥuhunna bimaɛrufin wa la tumsikuhunna ḍiraran litaɛtadu wa man yafɛal ḏalika faqad ḏ̣alama nafsahu wa la tattaxiḏu ʼayati Allahi huzuan wa aḏkuru niɛmata Allahi ɛalaykum wa ma ʼanzala ɛalaykum mina al-kitabi wa al-ḥikmati yaɛiḏ̣ukum bihi wa attaqu Allaha wa aɛlamu ʼanna Allaha bikulli cayʼin ɛalimun.
2,232,Wa ʼiḏa ṭallaqtum an-nisaʼ fabalaɣna ʼajalahunna fala taɛḍuluhunna ʼan yankiḥna ʼazwajahunna ʼiḏa taraḍaw baynahum bil-maɛrufi ḏalika yuɛaḏ̣u bihi man kana minkum yuʼminu Billahi wa al-yawmi al-ʼaxiri ḏalikum ʼazka lakum wa ʼaṭharu wa Allahu yaɛlamu wa ʼantum la taɛlamun.
2,233,Wa al-walidatu yurḍiɛna ʼawladahunna ḥawlayni kamilayni liman ʼarada ʼan yutimma ar-raḍaɛata wa ɛala al-mawludi lahu rizquhunna wa kiswatuhunna bil-maɛrufi la tukallafu nafsun ʼilla wusɛaha la tuḍarra wa a-datun biwaladiha wa la mawludun lahu biwaladihi wa ɛala al-wariṯi miṯlu ḏalika faʼin ʼarada fiṣalan ɛan taraḍin minhuma wa tacawurin fala junaḥa ɛalayhima wa ʼin ʼaradtum ʼan tastarḍiɛu ʼawladakum fala junaḥa ɛalaykum ʼiḏa sallamtum ma ʼataytum bil-maɛrufi wa attaqu Allaha wa aɛlamu ʼanna Allaha bima taɛmaluna baṣirun.
2,234,Wa al-laḏina yutawaffawna minkum wa yaḏaruna ʼazwajan yatarabbaṣna biʼanfusihinna ʼarbaɛata ʼac/hurin wa ɛacran faʼiḏa balaɣna ʼajalahunna fala junaḥa ɛalaykum fima faɛalna fi ʼanfusihinna bil-maɛrufi wa Allahu bima taɛmaluna xabirun.
2,235,Wa la junaḥa ɛalaykum fima ɛarraḍtum bihi min xiṭbati an-nisaʼ ʼaw ʼaknantum fi ʼanfusikum ɛalima Allahu ʼannakum sataḏkurunahunna wa lakin la tuwaɛiduhunna sirran ʼilla ʼan taqulu qawlan maɛrufan wa la taɛzimu ɛuqdata an-nikaḥi ḥatta yabluɣa al-kitabu ʼajalahu wa aɛlamu ʼanna Allaha yaɛlamu ma fi ʼanfusikum faḥḏaruhu wa aɛlamu ʼanna Allaha ɣafurun ḥalimun.
2,236,La junaḥa ɛalaykum ʼin ṭallaqtum an-nisaʼ ma lam tamassuhunna ʼaw tafriḍu lahunna fariḍatan wa mattiɛuhunna ɛala al-musiɛi qadaruhu wa ɛala al-muqtiri qadaruhu mataɛan bil-maɛrufi ḥaqqan ɛala al-muḥsinin.
2,237,Wa ʼin ṭallaqtumuhunna min qabli ʼan tamassuhunna wa qad faraḍtum lahunna fariḍatan faniṣfu ma faraḍtum ʼilla ʼan yaɛfuna ʼaw yaɛfuwa al-laḏi biyadihi ɛuqdatu an-nikaḥi wa ʼan taɛfu ʼaqrabu lilttaqwa wa la tansaw al-faḍla baynakum ʼinna Allaha bima taɛmaluna baṣirun.
2,238,Ḥafiḏ̣u ɛala aṣ-ṣalawati wa aṣ-ṣalati al-wusṭa wa qumu Lillahi qanitin.
2,239,Faʼin xiftum farijalan ʼaw rukbanan faʼiḏa ʼamintum faḏkuru Allaha kama ɛallamakum ma lam takunu taɛlamun.
2,240,Wa al-laḏina yutawaffawna minkum wa yaḏaruna ʼazwajan waṣiyatan liʼzwajihim mataɛan ʼila al-ḥawli ɣayra ʼixrajin faʼin xarajna fala junaḥa ɛalaykum fi ma faɛalna fi ʼanfusihinna min maɛrufin wa Allahu ɛazizun ḥakimun.
2,241,Wa lilmuṭallaqati mataɛun bil-maɛrufi ḥaqqan ɛala al-muttaqin.
2,242,Kaḏalika yubayyinu Allahu lakum ʼayatihi laɛallakum taɛqilun.
2,243,ʼalam tara ʼila al-laḏina xaraju min diyarihim wa hum ʼulufun ḥaḏara al-mawti faqala lahum Allahu mutu ṯumma ʼaḥyahum ʼinna Allaha laḏu faḍlin ɛala an-nasi wa lakinna ʼakṯara an-nasi la yackurun.
2,244,Wa qatilu fi sabili Allahi wa aɛlamu ʼanna Allaha samiɛun ɛalimun.
2,245,Man ḏa al-laḏi yuqriḍu Allaha qarḍan ḥasanan fayuḍaɛifahu lahu ʼaḍɛafan kaṯiratan wa Allahu yaqbiḍu wa yabsuṭu wa ʼilayhi turjaɛun.
