surah_number,ayah_number,ayah_content,latin_inalco,Tifinagh
22,57,"I wid ijehlen, iskaddben issekniyen nne£, aâaqeb isdullun.","I wid ijehlen, iskaddben issekniyen nneɣ, aɛaqeb isdullun.","ⵉ ⵡⵉⴷ ⵉⵊⵀⵍⵏ, ⵉⵙⴽⴰⴷⴷⴱⵏ ⵉⵙⵙⴽⵏⵉⵢⵏ ⵏⵏⵖ, ⴰⵄⴰⵇⴱ ⵉⵙⴷⵓⵍⵍⵓⵏ."
22,58,"Wid iunagen, deg ubrid n Öebbi, sinna, pwan$an ne$ mmuten, a ten I$it Öebbi, war ccekk, s ôôeéq umâin. Ih, Öebbi Yif akw im$iten.","Wid iunagen, deg ubrid n Ṛebbi, sinna, twanɣan neɣ mmuten, a ten Iɣit Ṛebbi, war ccekk, s ṛṛeẓq umɛin. Ih, Ṛebbi Yif akw imɣiten.","ⵡⵉⴷ ⵉⵓⵏⴰⴳⵏ, ⴷⴳ ⵓⴱⵔⵉⴷ ⵏ ⵕⴱⴱⵉ, ⵙⵉⵏⵏⴰ, ⵜⵡⴰⵏⵖⴰⵏ ⵏⵖ ⵎⵎⵓⵜⵏ, ⴰ ⵜⵏ ⵉⵖⵉⵜ ⵕⴱⴱⵉ, ⵡⴰⵔ ⵛⵛⴽⴽ, ⵙ ⵕⵕⵥⵇ ⵓⵎⵄⵉⵏ. ⵉⵀ, ⵕⴱⴱⵉ ⵢⵉⴼ ⴰⴽⵡ ⵉⵎⵖⵉⵜⵏ."
22,59,"A ten Issekcem anekcum ara ôadin. Ih, Öebbi d Amusnaw, Iêellem.","A ten Issekcem anekcum ara ṛadin. Ih, Ṛebbi d Amusnaw, Iḥellem.","ⴰ ⵜⵏ ⵉⵙⵙⴽⵛⵎ ⴰⵏⴽⵛⵓⵎ ⴰⵔⴰ ⵕⴰⴷⵉⵏ. ⵉⵀ, ⵕⴱⴱⵉ ⴷ ⴰⵎⵓⵙⵏⴰⵡ, ⵉⵃⵍⵍⵎ."
22,60,"Akka. Win iâaqben akken ippuâaqeb, sinna, ipwadnes, war ccekk, a t Isellek Öebbi. Ih, Öebbi Ipqili, Ipsemmiê.","Akka. Win iɛaqben akken ittuɛaqeb, sinna, itwadnes, war ccekk, a t Isellek Ṛebbi. Ih, Ṛebbi Itqili, Itsemmiḥ.","ⴰⴽⴽⴰ. ⵡⵉⵏ ⵉⵄⴰⵇⴱⵏ ⴰⴽⴽⵏ ⵉⵜⵜⵓⵄⴰⵇⴱ, ⵙⵉⵏⵏⴰ, ⵉⵜⵡⴰⴷⵏⵙ, ⵡⴰⵔ ⵛⵛⴽⴽ, ⴰ ⵜ ⵉⵙⵍⵍⴽ ⵕⴱⴱⵉ. ⵉⵀ, ⵕⴱⴱⵉ ⵉⵜⵇⵉⵍⵉ, ⵉⵜⵙⵎⵎⵉⵃ."
22,61,"Akka, acku Öebbi Issekcam iv deg wass, Issekcam ass deg yiv. U Öebbi Issel, Ipwali.","Akka, acku Ṛebbi Issekcam iḍ deg wass, Issekcam ass deg yiḍ. U Ṛebbi Issel, Itwali.","ⴰⴽⴽⴰ, ⴰⵛⴽⵓ ⵕⴱⴱⵉ ⵉⵙⵙⴽⵛⴰⵎ ⵉⴹ ⴷⴳ ⵡⴰⵙⵙ, ⵉⵙⵙⴽⵛⴰⵎ ⴰⵙⵙ ⴷⴳ ⵢⵉⴹ. ⵓ ⵕⴱⴱⵉ ⵉⵙⵙⵍ, ⵉⵜⵡⴰⵍⵉ."
22,62,"Akka, acku Öebbi d tidep, ma d ayen u$uô pnujun, war Neppa, d tikerkas. Ih, Öebbi d Aâlâyan, d Ameqwôan.","Akka, acku Ṛebbi d tidet, ma d ayen uɣuṛ tnujun, war Netta, d tikerkas. Ih, Ṛebbi d Aɛlɛyan, d Ameqwṛan.","ⴰⴽⴽⴰ, ⴰⵛⴽⵓ ⵕⴱⴱⵉ ⴷ ⵜⵉⴷⵜ, ⵎⴰ ⴷ ⴰⵢⵏ ⵓⵖⵓⵕ ⵜⵏⵓⵊⵓⵏ, ⵡⴰⵔ ⵏⵜⵜⴰ, ⴷ ⵜⵉⴽⵔⴽⴰⵙ. ⵉⵀ, ⵕⴱⴱⵉ ⴷ ⴰⵄⵍⵄⵢⴰⵏ, ⴷ ⴰⵎⵇⵡⵕⴰⵏ."
22,63,"Day ur twalav ara Öebbi Isse$li d aman, seg igenni, d$a izzegzew wakal? Ih, Öebbi d Laîif, Iéôa.","Day ur twalaḍ ara Ṛebbi Isseɣli d aman, seg igenni, dɣa izzegzew wakal? Ih, Ṛebbi d Laṭif, Iẓṛa.","ⴷⴰⵢ ⵓⵔ ⵜⵡⴰⵍⴰⴹ ⴰⵔⴰ ⵕⴱⴱⵉ ⵉⵙⵙⵖⵍⵉ ⴷ ⴰⵎⴰⵏ, ⵙⴳ ⵉⴳⵏⵏⵉ, ⴷⵖⴰ ⵉⵣⵣⴳⵣⵡ ⵡⴰⴽⴰⵍ? ⵉⵀ, ⵕⴱⴱⵉ ⴷ ⵍⴰⵟⵉⴼ, ⵉⵥⵕⴰ."
22,64,"IneS i illan deg igenwan, i illan di tmurt. Ih, Öebbi, ar Neppa d Asâay d Amaâzuz.","IneS i illan deg igenwan, i illan di tmurt. Ih, Ṛebbi, ar Netta d Asɛay d Amaɛzuz.","ⵉⵏⵙ ⵉ ⵉⵍⵍⴰⵏ ⴷⴳ ⵉⴳⵏⵡⴰⵏ, ⵉ ⵉⵍⵍⴰⵏ ⴷⵉ ⵜⵎⵓⵔⵜ. ⵉⵀ, ⵕⴱⴱⵉ, ⴰⵔ ⵏⵜⵜⴰ ⴷ ⴰⵙⵄⴰⵢ ⴷ ⴰⵎⴰⵄⵣⵓⵣ."
22,65,"Ur twalav ara Öebbi Inub ed fellawen s wayen illan di tmurt, akked lbabur ippazalen di yill, s lameô iS. Iîîef igenni ur d i$elli f tmurt, siwa ma Iunef as. Ih, Öebbi, war ccekk, Issuruf u Ipêunu i imdanen.","Ur twalaḍ ara Ṛebbi Inub ed fellawen s wayen illan di tmurt, akked lbabur ittazalen di yill, s lameṛ iS. Iṭṭef igenni ur d iɣelli f tmurt, siwa ma Iunef as. Ih, Ṛebbi, war ccekk, Issuruf u Itḥunu i imdanen.","ⵓⵔ ⵜⵡⴰⵍⴰⴹ ⴰⵔⴰ ⵕⴱⴱⵉ ⵉⵏⵓⴱ ⴷ ⴼⵍⵍⴰⵡⵏ ⵙ ⵡⴰⵢⵏ ⵉⵍⵍⴰⵏ ⴷⵉ ⵜⵎⵓⵔⵜ, ⴰⴽⴽⴷ ⵍⴱⴰⴱⵓⵔ ⵉⵜⵜⴰⵣⴰⵍⵏ ⴷⵉ ⵢⵉⵍⵍ, ⵙ ⵍⴰⵎⵕ ⵉⵙ. ⵉⵟⵟⴼ ⵉⴳⵏⵏⵉ ⵓⵔ ⴷ ⵉⵖⵍⵍⵉ ⴼ ⵜⵎⵓⵔⵜ, ⵙⵉⵡⴰ ⵎⴰ ⵉⵓⵏⴼ ⴰⵙ. ⵉⵀ, ⵕⴱⴱⵉ, ⵡⴰⵔ ⵛⵛⴽⴽ, ⵉⵙⵙⵓⵔⵓⴼ ⵓ ⵉⵜⵃⵓⵏⵓ ⵉ ⵉⵎⴷⴰⵏⵏ."
22,66,"D Neppa ikwen Issadren, sinna, ara kwen In$en, sinna, ara kwen id Issadren. Amdan, s tidep, d ajehli.","D Netta ikwen Issadren, sinna, ara kwen Inɣen, sinna, ara kwen id Issadren. Amdan, s tidet, d ajehli.","ⴷ ⵏⵜⵜⴰ ⵉⴽⵡⵏ ⵉⵙⵙⴰⴷⵔⵏ, ⵙⵉⵏⵏⴰ, ⴰⵔⴰ ⴽⵡⵏ ⵉⵏⵖⵏ, ⵙⵉⵏⵏⴰ, ⴰⵔⴰ ⴽⵡⵏ ⵉⴷ ⵉⵙⵙⴰⴷⵔⵏ. ⴰⵎⴷⴰⵏ, ⵙ ⵜⵉⴷⵜ, ⴷ ⴰⵊⵀⵍⵉ."
22,67,"I yal lois, Nefka asekkir, teddun degs. Ulay$eô i k pna$en $ef lameô. Nuj ar Mass ik; ih, aql ak, keçç, di nnhaya tuwqimt.","I yal lǧis, Nefka asekkir, teddun degs. Ulayɣeṛ i k tnaɣen ɣef lameṛ. Nuj ar Mass ik; ih, aql ak, kečč, di nnhaya tuwqimt.","ⵉ ⵢⴰⵍ ⵍⴷⵊⵉⵙ, ⵏⴼⴽⴰ ⴰⵙⴽⴽⵉⵔ, ⵜⴷⴷⵓⵏ ⴷⴳⵙ. ⵓⵍⴰⵢⵖⵕ ⵉ ⴽ ⵜⵏⴰⵖⵏ ⵖⴼ ⵍⴰⵎⵕ. ⵏⵓⵊ ⴰⵔ ⵎⴰⵙⵙ ⵉⴽ; ⵉⵀ, ⴰⵇⵍ ⴰⴽ, ⴽⵜⵜⵛ, ⴷⵉ ⵏⵏⵀⴰⵢⴰ ⵜⵓⵡⵇⵉⵎⵜ."
22,68,"Ma numren k, ini: ""Öebbi Yif akw akken Issen ayen txeddmem.","Ma numren k, ini: ""Ṛebbi Yif akw akken Issen ayen txeddmem.","ⵎⴰ ⵏⵓⵎⵔⵏ ⴽ, ⵉⵏⵉ: ""ⵕⴱⴱⵉ ⵢⵉⴼ ⴰⴽⵡ ⴰⴽⴽⵏ ⵉⵙⵙⵏ ⴰⵢⵏ ⵜⵅⴷⴷⵎⵎ."
22,69,"Öebbi ad Iêudd garawen, ass n tnekra, $ef wayen tellam temgarradem"".","Ṛebbi ad Iḥudd garawen, ass n tnekra, ɣef wayen tellam temgarradem"".","ⵕⴱⴱⵉ ⴰⴷ ⵉⵃⵓⴷⴷ ⴳⴰⵔⴰⵡⵏ, ⴰⵙⵙ ⵏ ⵜⵏⴽⵔⴰ, ⵖⴼ ⵡⴰⵢⵏ ⵜⵍⵍⴰⵎ ⵜⵎⴳⴰⵔⵔⴰⴷⵎ""."
22,70,"Day ur teéôiv ara Öebbi Issen i illan deg igenni akked tmurt? Ayagi, s tidep, di Tezmamt. Ih, ayagi ishel i Öebbi.","Day ur teẓṛiḍ ara Ṛebbi Issen i illan deg igenni akked tmurt? Ayagi, s tidet, di Tezmamt. Ih, ayagi ishel i Ṛebbi.","ⴷⴰⵢ ⵓⵔ ⵜⵥⵕⵉⴹ ⴰⵔⴰ ⵕⴱⴱⵉ ⵉⵙⵙⵏ ⵉ ⵉⵍⵍⴰⵏ ⴷⴳ ⵉⴳⵏⵏⵉ ⴰⴽⴽⴷ ⵜⵎⵓⵔⵜ? ⴰⵢⴰⴳⵉ, ⵙ ⵜⵉⴷⵜ, ⴷⵉ ⵜⵣⵎⴰⵎⵜ. ⵉⵀ, ⴰⵢⴰⴳⵉ ⵉⵙⵀⵍ ⵉ ⵕⴱⴱⵉ."
22,71,"La âabden, war Öebbi, ayen iwumi ur d Issers adabu, ayen ur ssinen. Imednas, ur illi wa ara ten isellken.","La ɛabden, war Ṛebbi, ayen iwumi ur d Issers adabu, ayen ur ssinen. Imednas, ur illi wa ara ten isellken.","ⵍⴰ ⵄⴰⴱⴷⵏ, ⵡⴰⵔ ⵕⴱⴱⵉ, ⴰⵢⵏ ⵉⵡⵓⵎⵉ ⵓⵔ ⴷ ⵉⵙⵙⵔⵙ ⴰⴷⴰⴱⵓ, ⴰⵢⵏ ⵓⵔ ⵙⵙⵉⵏⵏ. ⵉⵎⴷⵏⴰⵙ, ⵓⵔ ⵉⵍⵍⵉ ⵡⴰ ⴰⵔⴰ ⵜⵏ ⵉⵙⵍⵍⴽⵏ."
22,72,"Ma mlan asen issekniyen nne£ iberrzen, a pâaqlev asmmummi deg udmawen n wid ijehlen. Qôib ad éevmen $ef wid i sen iqqaôen issekniyen nne£. Ini: ""a kwen xebbôe$ af wayen i$elben aya: times i Iâahed Öebbi i wid ijehlen"". A tu$alin tucmip!","Ma mlan asen issekniyen nneɣ iberrzen, a tɛaqleḍ asmmummi deg udmawen n wid ijehlen. Qṛib ad ẓeḍmen ɣef wid i sen iqqaṛen issekniyen nneɣ. Ini: ""a kwen xebbṛeɣ af wayen iɣelben aya: times i Iɛahed Ṛebbi i wid ijehlen"". A tuɣalin tucmit!","ⵎⴰ ⵎⵍⴰⵏ ⴰⵙⵏ ⵉⵙⵙⴽⵏⵉⵢⵏ ⵏⵏⵖ ⵉⴱⵔⵔⵣⵏ, ⴰ ⵜⵄⴰⵇⵍⴹ ⴰⵙⵎⵎⵓⵎⵎⵉ ⴷⴳ ⵓⴷⵎⴰⵡⵏ ⵏ ⵡⵉⴷ ⵉⵊⵀⵍⵏ. ⵇⵕⵉⴱ ⴰⴷ ⵥⴹⵎⵏ ⵖⴼ ⵡⵉⴷ ⵉ ⵙⵏ ⵉⵇⵇⴰⵕⵏ ⵉⵙⵙⴽⵏⵉⵢⵏ ⵏⵏⵖ. ⵉⵏⵉ: ""ⴰ ⴽⵡⵏ ⵅⴱⴱⵕⵖ ⴰⴼ ⵡⴰⵢⵏ ⵉⵖⵍⴱⵏ ⴰⵢⴰ: ⵜⵉⵎⵙ ⵉ ⵉⵄⴰⵀⴷ ⵕⴱⴱⵉ ⵉ ⵡⵉⴷ ⵉⵊⵀⵍⵏ"". ⴰ ⵜⵓⵖⴰⵍⵉⵏ ⵜⵓⵛⵎⵉⵜ!"
22,73,"A yimdanen! Ippunefk ed umedya, selt as d: ih, wid u$uô tepnujum, war Öebbi, ur zmiren, d awez$i, a d xelqen izi, xas mlalen $ef waya. Ma illa wayen i sen iuker yizi, ur zmiren ad as t id kksen. D uôhif umsuter, d uôhif win issuter.","A yimdanen! Ittunefk ed umedya, selt as d: ih, wid uɣuṛ tetnujum, war Ṛebbi, ur zmiren, d awezɣi, a d xelqen izi, xas mlalen ɣef waya. Ma illa wayen i sen iuker yizi, ur zmiren ad as t id kksen. D uṛhif umsuter, d uṛhif win issuter.","ⴰ ⵢⵉⵎⴷⴰⵏⵏ! ⵉⵜⵜⵓⵏⴼⴽ ⴷ ⵓⵎⴷⵢⴰ, ⵙⵍⵜ ⴰⵙ ⴷ: ⵉⵀ, ⵡⵉⴷ ⵓⵖⵓⵕ ⵜⵜⵏⵓⵊⵓⵎ, ⵡⴰⵔ ⵕⴱⴱⵉ, ⵓⵔ ⵣⵎⵉⵔⵏ, ⴷ ⴰⵡⵣⵖⵉ, ⴰ ⴷ ⵅⵍⵇⵏ ⵉⵣⵉ, ⵅⴰⵙ ⵎⵍⴰⵍⵏ ⵖⴼ ⵡⴰⵢⴰ. ⵎⴰ ⵉⵍⵍⴰ ⵡⴰⵢⵏ ⵉ ⵙⵏ ⵉⵓⴽⵔ ⵢⵉⵣⵉ, ⵓⵔ ⵣⵎⵉⵔⵏ ⴰⴷ ⴰⵙ ⵜ ⵉⴷ ⴽⴽⵙⵏ. ⴷ ⵓⵕⵀⵉⴼ ⵓⵎⵙⵓⵜⵔ, ⴷ ⵓⵕⵀⵉⴼ ⵡⵉⵏ ⵉⵙⵙⵓⵜⵔ."
22,74,"Ur qudôen ara Öebbi, azal n lqedô iS. Ih, Öebbi d Uohid, d Uzmir.","Ur qudṛen ara Ṛebbi, azal n lqedṛ iS. Ih, Ṛebbi d Uǧhid, d Uzmir.","ⵓⵔ ⵇⵓⴷⵕⵏ ⴰⵔⴰ ⵕⴱⴱⵉ, ⴰⵣⴰⵍ ⵏ ⵍⵇⴷⵕ ⵉⵙ. ⵉⵀ, ⵕⴱⴱⵉ ⴷ ⵓⴷⵊⵀⵉⴷ, ⴷ ⵓⵣⵎⵉⵔ."
22,75,"Öebbi Iferren imazanen ger lmalayek, u ger imdanen. Ih, Öebbi Issel, Ipwali.","Ṛebbi Iferren imazanen ger lmalayek, u ger imdanen. Ih, Ṛebbi Issel, Itwali.","ⵕⴱⴱⵉ ⵉⴼⵔⵔⵏ ⵉⵎⴰⵣⴰⵏⵏ ⴳⵔ ⵍⵎⴰⵍⴰⵢⴽ, ⵓ ⴳⵔ ⵉⵎⴷⴰⵏⵏ. ⵉⵀ, ⵕⴱⴱⵉ ⵉⵙⵙⵍ, ⵉⵜⵡⴰⵍⵉ."
22,76,"Issen i illan zdat sen, i illan deffir sen. Ar Öebbi ad u$alen lumuô.","Issen i illan zdat sen, i illan deffir sen. Ar Ṛebbi ad uɣalen lumuṛ.","ⵉⵙⵙⵏ ⵉ ⵉⵍⵍⴰⵏ ⵣⴷⴰⵜ ⵙⵏ, ⵉ ⵉⵍⵍⴰⵏ ⴷⴼⴼⵉⵔ ⵙⵏ. ⴰⵔ ⵕⴱⴱⵉ ⴰⴷ ⵓⵖⴰⵍⵏ ⵍⵓⵎⵓⵕ."
22,77,"A wid iumnen! Ïîinzet u knut, âabdet Mass nnwen, xedmet lxiô, amar a prebêem.","A wid iumnen! Ṭṭinzet u knut, ɛabdet Mass nnwen, xedmet lxiṛ, amar a trebḥem.","ⴰ ⵡⵉⴷ ⵉⵓⵎⵏⵏ! ⵟⵟⵉⵏⵣⵜ ⵓ ⴽⵏⵓⵜ, ⵄⴰⴱⴷⵜ ⵎⴰⵙⵙ ⵏⵏⵡⵏ, ⵅⴷⵎⵜ ⵍⵅⵉⵕ, ⴰⵎⴰⵔ ⴰ ⵜⵔⴱⵃⵎ."
22,78,"Jahdet ar Öebbi lêeqq ujahed iS. Neppa Ifren ikwen. Ur kwen Ihejjen ara di ddin, ddin ubabat wen Ibôahim. Neppa, i wen isemman, zik, imvuâen. Deg waya, ad yili Umazan d anagi nnwen, u a ppilim d inagan n medden. Ihi, ééallet, zekkit, teîîfem di Öebbi. Neppa d Bab nnwen. D Bab amxallef, d Asellak amxallef.","Jahdet ar Ṛebbi lḥeqq ujahed iS. Netta Ifren ikwen. Ur kwen Ihejjen ara di ddin, ddin ubabat wen Ibṛahim. Netta, i wen isemman, zik, imḍuɛen. Deg waya, ad yili Umazan d anagi nnwen, u a ttilim d inagan n medden. Ihi, ẓẓallet, zekkit, teṭṭfem di Ṛebbi. Netta d Bab nnwen. D Bab amxallef, d Asellak amxallef.","ⵊⴰⵀⴷⵜ ⴰⵔ ⵕⴱⴱⵉ ⵍⵃⵇⵇ ⵓⵊⴰⵀⴷ ⵉⵙ. ⵏⵜⵜⴰ ⵉⴼⵔⵏ ⵉⴽⵡⵏ. ⵓⵔ ⴽⵡⵏ ⵉⵀⵊⵊⵏ ⴰⵔⴰ ⴷⵉ ⴷⴷⵉⵏ, ⴷⴷⵉⵏ ⵓⴱⴰⴱⴰⵜ ⵡⵏ ⵉⴱⵕⴰⵀⵉⵎ. ⵏⵜⵜⴰ, ⵉ ⵡⵏ ⵉⵙⵎⵎⴰⵏ, ⵣⵉⴽ, ⵉⵎⴹⵓⵄⵏ. ⴷⴳ ⵡⴰⵢⴰ, ⴰⴷ ⵢⵉⵍⵉ ⵓⵎⴰⵣⴰⵏ ⴷ ⴰⵏⴰⴳⵉ ⵏⵏⵡⵏ, ⵓ ⴰ ⵜⵜⵉⵍⵉⵎ ⴷ ⵉⵏⴰⴳⴰⵏ ⵏ ⵎⴷⴷⵏ. ⵉⵀⵉ, ⵥⵥⴰⵍⵍⵜ, ⵣⴽⴽⵉⵜ, ⵜⵟⵟⴼⵎ ⴷⵉ ⵕⴱⴱⵉ. ⵏⵜⵜⴰ ⴷ ⴱⴰⴱ ⵏⵏⵡⵏ. ⴷ ⴱⴰⴱ ⴰⵎⵅⴰⵍⵍⴼ, ⴷ ⴰⵙⵍⵍⴰⴽ ⴰⵎⵅⴰⵍⵍⴼ."
23,1,Ni$ lmumnin rebêen.,Niɣ lmumnin rebḥen.,ⵏⵉⵖ ⵍⵎⵓⵎⵏⵉⵏ ⵔⴱⵃⵏ.
23,2,Wid ipéallan s wannuz;,Wid itẓallan s wannuz;,ⵡⵉⴷ ⵉⵜⵥⴰⵍⵍⴰⵏ ⵙ ⵡⴰⵏⵏⵓⵣ;
23,3,wid ijunben yir awal;,wid ijunben yir awal;,ⵡⵉⴷ ⵉⵊⵓⵏⴱⵏ ⵢⵉⵔ ⴰⵡⴰⵍ;
23,4,wid ipzekkin;,wid itzekkin;,ⵡⵉⴷ ⵉⵜⵣⴽⴽⵉⵏ;
23,5,wid iêurben af tuzzuft nnsen,wid iḥurben af tuzzuft nnsen,ⵡⵉⴷ ⵉⵃⵓⵔⴱⵏ ⴰⴼ ⵜⵓⵣⵣⵓⴼⵜ ⵏⵏⵙⵏ
23,6,"- siwa ar tlawin nnsen, ne$ taklatin nnsen. Akka, ur degsen tiyta;","- siwa ar tlawin nnsen, neɣ taklatin nnsen. Akka, ur degsen tiyta;","- ⵙⵉⵡⴰ ⴰⵔ ⵜⵍⴰⵡⵉⵏ ⵏⵏⵙⵏ, ⵏⵖ ⵜⴰⴽⵍⴰⵜⵉⵏ ⵏⵏⵙⵏ. ⴰⴽⴽⴰ, ⵓⵔ ⴷⴳⵙⵏ ⵜⵉⵢⵜⴰ;"
23,7,"wid ib$an sennig waya, widak zegren tilisa -,","wid ibɣan sennig waya, widak zegren tilisa -,","ⵡⵉⴷ ⵉⴱⵖⴰⵏ ⵙⵏⵏⵉⴳ ⵡⴰⵢⴰ, ⵡⵉⴷⴰⴽ ⵣⴳⵔⵏ ⵜⵉⵍⵉⵙⴰ -,"
23,8,"wid ipqadaren lamanat nnsen, u lemâahda nnsen;","wid itqadaren lamanat nnsen, u lemɛahda nnsen;","ⵡⵉⴷ ⵉⵜⵇⴰⴷⴰⵔⵏ ⵍⴰⵎⴰⵏⴰⵜ ⵏⵏⵙⵏ, ⵓ ⵍⵎⵄⴰⵀⴷⴰ ⵏⵏⵙⵏ;"
23,9,wid iwennâen tiéilla nnsen.,wid iwennɛen tiẓilla nnsen.,ⵡⵉⴷ ⵉⵡⵏⵏⵄⵏ ⵜⵉⵥⵉⵍⵍⴰ ⵏⵏⵙⵏ.
23,10,"D wigi ay d iweôôaten,","D wigi ay d iweṛṛaten,","ⴷ ⵡⵉⴳⵉ ⴰⵢ ⴷ ⵉⵡⵕⵕⴰⵜⵏ,"
23,11,"wid ara iweôten Loennet, degs ad wekkôen.","wid ara iweṛten Lǧennet, degs ad wekkṛen.","ⵡⵉⴷ ⴰⵔⴰ ⵉⵡⵕⵜⵏ ⵍⴷⵊⵏⵏⵜ, ⴷⴳⵙ ⴰⴷ ⵡⴽⴽⵕⵏ."
23,12,"Ni$ Nexleq amdan, seg ufûil n talaxt,","Niɣ Nexleq amdan, seg ufṣil n talaxt,","ⵏⵉⵖ ⵏⵅⵍⵇ ⴰⵎⴷⴰⵏ, ⵙⴳ ⵓⴼⵚⵉⵍ ⵏ ⵜⴰⵍⴰⵅⵜ,"
23,13,"sinna, Nerra t d tiqqit deg umekkan n laman;","sinna, Nerra t d tiqqit deg umekkan n laman;","ⵙⵉⵏⵏⴰ, ⵏⵔⵔⴰ ⵜ ⴷ ⵜⵉⵇⵇⵉⵜ ⴷⴳ ⵓⵎⴽⴽⴰⵏ ⵏ ⵍⴰⵎⴰⵏ;"
23,14,"sinna, tiqqit Nxelq ip d argen; d$a, argen Nxelq it d acelleqluq; d$a, acelleqluq Nxelq it d i$san; d$a, Nessels aksum i yi$san. Sinna, Nxelq it d lxelq amaynut. Ad Ibarek Öebbi, Imxeyyeô ixellaqen!","sinna, tiqqit Nxelq it d argen; dɣa, argen Nxelq it d acelleqluq; dɣa, acelleqluq Nxelq it d iɣsan; dɣa, Nessels aksum i yiɣsan. Sinna, Nxelq it d lxelq amaynut. Ad Ibarek Ṛebbi, Imxeyyeṛ ixellaqen!","ⵙⵉⵏⵏⴰ, ⵜⵉⵇⵇⵉⵜ ⵏⵅⵍⵇ ⵉⵜ ⴷ ⴰⵔⴳⵏ; ⴷⵖⴰ, ⴰⵔⴳⵏ ⵏⵅⵍⵇ ⵉⵜ ⴷ ⴰⵛⵍⵍⵇⵍⵓⵇ; ⴷⵖⴰ, ⴰⵛⵍⵍⵇⵍⵓⵇ ⵏⵅⵍⵇ ⵉⵜ ⴷ ⵉⵖⵙⴰⵏ; ⴷⵖⴰ, ⵏⵙⵙⵍⵙ ⴰⴽⵙⵓⵎ ⵉ ⵢⵉⵖⵙⴰⵏ. ⵙⵉⵏⵏⴰ, ⵏⵅⵍⵇ ⵉⵜ ⴷ ⵍⵅⵍⵇ ⴰⵎⴰⵢⵏⵓⵜ. ⴰⴷ ⵉⴱⴰⵔⴽ ⵕⴱⴱⵉ, ⵉⵎⵅⵢⵢⵕ ⵉⵅⵍⵍⴰⵇⵏ!"
23,15,"Sinna, deffir waya, war ccekk, a ppemmtem.","Sinna, deffir waya, war ccekk, a ttemmtem.","ⵙⵉⵏⵏⴰ, ⴷⴼⴼⵉⵔ ⵡⴰⵢⴰ, ⵡⴰⵔ ⵛⵛⴽⴽ, ⴰ ⵜⵜⵎⵎⵜⵎ."
23,16,"Sinna, ih, ass n tnekra, a d tu$alem.","Sinna, ih, ass n tnekra, a d tuɣalem.","ⵙⵉⵏⵏⴰ, ⵉⵀ, ⴰⵙⵙ ⵏ ⵜⵏⴽⵔⴰ, ⴰ ⴷ ⵜⵓⵖⴰⵍⵎ."
23,17,"Ni$ Nexleq, sennig wen, ûa iberdan. Ur Nelli, $ef uxlaq, seg i$wefliyen.","Niɣ Nexleq, sennig wen, ṣa iberdan. Ur Nelli, ɣef uxlaq, seg iɣwefliyen.","ⵏⵉⵖ ⵏⵅⵍⵇ, ⵙⵏⵏⵉⴳ ⵡⵏ, ⵚⴰ ⵉⴱⵔⴷⴰⵏ. ⵓⵔ ⵏⵍⵍⵉ, ⵖⴼ ⵓⵅⵍⴰⵇ, ⵙⴳ ⵉⵖⵡⴼⵍⵉⵢⵏ."
23,18,"Nessader ed, seg igenni, aman s lmizan. Naâteq iten di tmurt. Nezmer a ten Nessôuê.","Nessader ed, seg igenni, aman s lmizan. Naɛteq iten di tmurt. Nezmer a ten Nessṛuḥ.","ⵏⵙⵙⴰⴷⵔ ⴷ, ⵙⴳ ⵉⴳⵏⵏⵉ, ⴰⵎⴰⵏ ⵙ ⵍⵎⵉⵣⴰⵏ. ⵏⴰⵄⵜⵇ ⵉⵜⵏ ⴷⵉ ⵜⵎⵓⵔⵜ. ⵏⵣⵎⵔ ⴰ ⵜⵏ ⵏⵙⵙⵕⵓⵃ."
23,19,"Nxelq awen, yissen, leonanat n tezdayin akked téuôin; degsen, i kunwi, aîas n yizwayen, teppeppem segsen;","Nxelq awen, yissen, leǧnanat n tezdayin akked tẓuṛin; degsen, i kunwi, aṭas n yizwayen, tettettem segsen;","ⵏⵅⵍⵇ ⴰⵡⵏ, ⵢⵉⵙⵙⵏ, ⵍⴷⵊⵏⴰⵏⴰⵜ ⵏ ⵜⵣⴷⴰⵢⵉⵏ ⴰⴽⴽⴷ ⵜⵥⵓⵕⵉⵏ; ⴷⴳⵙⵏ, ⵉ ⴽⵓⵏⵡⵉ, ⴰⵟⴰⵙ ⵏ ⵢⵉⵣⵡⴰⵢⵏ, ⵜⵜⵜⵜⵜⵎ ⵙⴳⵙⵏ;"
23,20,"Akked ttejôa, id iff$en seg udrar n Sina. Teppak ed zzit u ddhin, i wid iteppen.","Akked ttejṛa, id iffɣen seg udrar n Sina. Tettak ed zzit u ddhin, i wid itetten.","ⴰⴽⴽⴷ ⵜⵜⵊⵕⴰ, ⵉⴷ ⵉⴼⴼⵖⵏ ⵙⴳ ⵓⴷⵔⴰⵔ ⵏ ⵙⵉⵏⴰ. ⵜⵜⵜⴰⴽ ⴷ ⵣⵣⵉⵜ ⵓ ⴷⴷⵀⵉⵏ, ⵉ ⵡⵉⴷ ⵉⵜⵜⵜⵏ."
